Source Plate Name	Source Well	Destination Plate Name	Destination Well	Transfer Volume	Sample ID
Source[1]	Mg-glutamate	Destination[1]	E5	123.80952380952381	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	F5	123.80952380952381	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	G5	123.80952380952381	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	H5	0.0	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	I5	495.23809523809524	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	J5	495.23809523809524	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	K5	123.80952380952381	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	L5	619.047619047619	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	M5	495.23809523809524	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	N5	371.42857142857156	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	O5	0.0	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	P5	619.047619047619	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	A6	371.42857142857156	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	B6	123.80952380952381	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	C6	371.42857142857156	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	D6	495.23809523809524	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	E6	371.42857142857156	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	F6	0.0	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	G6	0.0	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	H6	619.047619047619	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	I6	0.0	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	J6	123.80952380952381	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	K6	0.0	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	L6	371.42857142857156	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	M6	371.42857142857156	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	N6	619.047619047619	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	O6	619.047619047619	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	P6	123.80952380952381	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	A7	0.0	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	B7	371.42857142857156	Mg-glutamate
Source[1]	Mg-glutamate	Destination[1]	C7	619.047619047619	Mg-glutamate
Source[1]	k-glutamate	Destination[1]	A1	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	B1	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	C1	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	D1	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	E1	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	F1	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	G1	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	H1	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	I1	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	J1	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	K1	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	L1	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	M1	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	N1	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	O1	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	P1	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	A2	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	B2	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	C2	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	D2	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	E2	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	F2	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	G2	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	H2	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	I2	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	J2	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	K2	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	L2	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	M2	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	N2	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	O2	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	P2	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	A3	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	B3	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	C3	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	D3	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	E3	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	F3	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	G3	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	H3	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	I3	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	J3	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	K3	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	L3	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	M3	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	N3	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	O3	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	P3	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	A4	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	B4	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	C4	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	D4	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	E4	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	F4	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	G4	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	H4	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	I4	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	J4	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	K4	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	L4	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	M4	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	N4	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	O4	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	P4	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	A5	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	B5	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	C5	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	D5	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	E5	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	F5	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	G5	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	H5	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	I5	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	J5	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	K5	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	L5	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	M5	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	N5	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	O5	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	P5	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	A6	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	B6	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	C6	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	D6	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	E6	1056.547619047619	k-glutamate
Source[1]	k-glutamate	Destination[1]	F6	633.9285714285716	k-glutamate
Source[1]	k-glutamate	Destination[1]	G6	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	H6	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	I6	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	J6	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	K6	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	L6	0.0	k-glutamate
Source[1]	k-glutamate	Destination[1]	M6	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	N6	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	O6	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	P6	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	A7	211.3095238095238	k-glutamate
Source[1]	k-glutamate	Destination[1]	B7	845.2380952380952	k-glutamate
Source[1]	k-glutamate	Destination[1]	C7	1056.547619047619	k-glutamate
Source[1]	Sodium oxalate	Destination[1]	A1	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	B1	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	C1	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	D1	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	E1	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	F1	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	G1	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	H1	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	I1	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	J1	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	K1	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	L1	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	M1	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	N1	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	O1	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	P1	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	A2	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	B2	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	C2	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	D2	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	E2	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	F2	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	G2	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	H2	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	I2	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	J2	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	K2	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	L2	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	M2	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	N2	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	O2	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	P2	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	A3	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	B3	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	C3	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	D3	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	E3	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	F3	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	G3	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	H3	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	I3	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	J3	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	K3	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	L3	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	M3	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	N3	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	O3	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	P3	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	A4	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	B4	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	C4	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	D4	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	E4	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	F4	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	G4	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	H4	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	I4	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	J4	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	K4	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	L4	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	M4	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	N4	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	O4	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	P4	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	A5	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	B5	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	C5	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	D5	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	E5	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	F5	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	G5	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	H5	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	I5	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	J5	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	K5	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	L5	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	M5	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	N5	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	O5	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	P5	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	A6	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	B6	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	C6	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	D6	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	E6	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	F6	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	G6	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	H6	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	I6	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	J6	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	K6	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	L6	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	M6	80.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	N6	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	O6	100.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	P6	60.00000000000001	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	A7	20.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	B7	0.0	Sodium oxalate
Source[1]	Sodium oxalate	Destination[1]	C7	0.0	Sodium oxalate
Source[1]	3-PGA	Destination[1]	A1	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	B1	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	C1	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	D1	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	E1	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	F1	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	G1	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	H1	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	I1	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	J1	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	K1	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	L1	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	M1	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	N1	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	O1	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	P1	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	A2	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	B2	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	C2	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	D2	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	E2	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	F2	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	G2	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	H2	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	I2	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	J2	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	K2	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	L2	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	M2	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	N2	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	O2	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	P2	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	A3	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	B3	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	C3	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	D3	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	E3	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	F3	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	G3	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	H3	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	I3	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	J3	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	K3	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	L3	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	M3	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	N3	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	O3	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	P3	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	A4	171.42857142857142	3-PGA
Source[1]	3-PGA	Destination[1]	B4	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	C4	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	D4	128.57142857142858	3-PGA
Source[1]	3-PGA	Destination[1]	E4	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	F4	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	G4	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	H4	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	I4	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	J4	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	K4	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	L4	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	M4	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	N4	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	O4	214.2857142857143	3-PGA
Source[1]	3-PGA	Destination[1]	P4	0.0	3-PGA
Source[1]	3-PGA	Destination[1]	A5	42.857142857142854	3-PGA
Source[1]	3-PGA	Destination[1]	B5	42.857142857142854	3-PGA
